LG전자,이익잉여금,1.5834E+13,1.64194E+13,1.61175E+13,1.56769E+13,1.44336E+13,1.45395E+13,1.41263E+13,1.45146E+13,1.36528E+13,1.33748E+13,1.27663E+13,1.27467E+13,1.18573E+13,1.2653E+13,1.2447E+13,1.24567E+13,1.20754E+13,1.09642E+13,9.23342E+12
LG전자,자본총계,2.2492E+13,2.48952E+13,2.3253E+13,2.18803E+13,2.0098E+13,2.03051E+13,1.87016E+13,1.88508E+13,1.75421E+13,1.7772E+13,1.73588E+13,1.73907E+13,1.64251E+13,1.74509E+13,1.7095E+13,1.69397E+13,1.63069E+13,1.46737E+13,1.33567E+13
LG전자,ROA,0.287076302,0.267856072,0.291092815,0.284770666,0.269880107,0.266488065,0.278806533,0.287652654,0.283229041,0.270767483,0.285151816,0.279715701,0.264318659,0.268046773,0.271370127,0.271170957,0.272407808,0.265984957,0.243913628
LG전자,ROE,0.703984666,0.659540567,0.693133861,0.716483456,0.718159185,0.71605251,0.755348339,0.769970546,0.778288662,0.752578805,0.735436644,0.732961195,0.721899688,0.72506353,0.728107836,0.735356493,0.74050916,0.747198522,0.691292532
LG전자,종가,86500,78600,88300,120500,138000,127500,163500,150000,135000,91700,63200,49400,72100,67400,79300,75100,62300,106000,51600
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,80,,,,,,,,,,,,,,,,,,
